Date;Vinnitska;Volynska;Dnipropetrovska;Donetska;Zhytomyska;Zakarpatska;Zaporizhska;Ivano-Frankivska;Kyivska;Kirovogradska;Luganska;Lvivska;Mykolayivska;Kyiv;Odesska;Poltavska;Rivnenska;Sumska;Ternopilska;Kharkivska;Khersonska;Khmenlnytska;Cherkasska;Chernivetska;Chernihivska;Ukraine
25.01.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.01.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.01.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.01.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.01.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.01.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.01.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.02.20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
05.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
03.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
05.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
07.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
08.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.03.20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
13.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;4
15.03.20;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;4
16.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.03.20;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;8
18.03.20;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
19.03.20;0;0;2;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;12
20.03.20;0;0;0;0;0;0;0;1;3;0;0;1;0;10;0;0;0;0;1;0;0;0;0;10;0;26
21.03.20;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;13
22.03.20;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;9
23.03.20;0;0;0;0;0;0;0;0;14;0;0;1;1;6;0;0;0;0;1;0;0;0;0;0;0;23
24.03.20;0;1;1;0;0;0;2;0;5;0;1;0;0;7;1;0;0;0;3;0;0;0;0;13;0;34
25.03.20;1;1;1;0;0;0;6;11;2;0;0;0;0;12;3;0;0;1;10;1;1;0;1;4;0;55
26.03.20;12;0;0;1;2;1;0;9;6;0;0;1;0;16;1;0;9;1;11;0;0;0;0;5;0;75
27.03.20;3;0;3;0;1;0;2;4;11;0;1;2;0;10;1;1;0;3;17;0;0;1;1;12;1;74
28.03.20;7;0;0;0;0;19;1;13;4;4;0;1;0;8;2;0;0;1;14;0;0;0;32;0;0;106
29.03.20;0;0;2;4;0;0;2;0;4;0;0;0;0;27;0;0;2;3;3;0;0;0;15;16;2;80
30.03.20;13;1;1;1;0;1;0;5;2;0;0;0;0;8;3;0;3;8;18;0;0;1;1;15;0;81
31.03.20;14;4;0;0;0;1;6;21;5;2;1;2;0;29;1;1;3;2;20;2;1;3;1;14;3;136
01.04.20;4;3;1;0;1;0;3;11;7;1;0;4;0;55;2;2;4;7;12;0;3;1;0;39;0;160
02.04.20;7;0;2;1;0;2;6;17;6;8;0;1;0;16;7;0;7;4;3;0;1;3;2;28;0;121
03.04.20;5;7;2;1;3;3;4;5;2;0;0;2;0;38;4;4;6;7;16;1;4;0;2;31;4;151
04.04.20;8;2;0;0;2;1;8;15;10;22;0;5;0;23;0;1;8;12;25;0;2;0;4;18;0;166
05.04.20;0;7;0;0;0;7;1;36;10;4;0;7;0;20;1;3;1;2;0;0;0;0;3;0;0;102
06.04.20;6;8;12;0;3;6;3;43;6;12;0;1;0;17;3;0;4;5;8;1;3;1;14;28;0;184
07.04.20;8;2;15;2;13;2;1;15;24;4;0;6;0;21;2;5;10;0;0;0;2;0;3;26;1;162
08.04.20;14;3;1;0;4;8;8;66;11;21;0;28;0;62;11;2;12;1;1;0;3;2;1;29;2;290
09.04.20;17;2;10;0;10;5;1;8;10;4;0;19;0;26;7;1;19;9;27;1;9;1;7;63;0;256
10.04.20;33;16;3;0;33;23;30;35;16;24;0;15;2;75;2;4;28;3;12;2;1;1;7;42;0;407
11.04.20;42;10;3;0;20;8;0;36;69;12;0;14;3;28;14;1;8;4;35;3;3;0;5;24;0;342
12.04.20;0;7;2;0;0;6;4;4;5;23;0;12;0;66;3;0;5;1;30;0;0;1;3;31;0;203
13.04.20;18;5;13;1;18;7;8;20;10;3;0;13;9;22;1;1;21;0;7;3;3;1;4;84;1;273
14.04.20;30;13;5;0;22;11;14;51;5;48;1;15;7;43;1;2;54;3;7;16;7;1;5;43;1;405
15.04.20;38;7;8;0;28;28;8;30;25;6;0;14;0;73;3;0;38;4;46;10;3;2;12;73;4;460
16.04.20;17;8;16;0;15;15;9;34;19;20;5;36;9;111;20;13;34;0;18;17;7;1;18;100;0;542
17.04.20;23;17;5;1;20;19;2;16;26;16;0;18;4;56;14;10;24;2;13;9;5;5;1;78;1;385
18.04.20;11;6;6;2;14;19;3;49;13;11;15;26;2;60;7;11;16;1;25;1;7;3;16;49;0;373
19.04.20;0;8;8;0;15;9;3;35;43;1;0;5;0;59;18;2;8;1;24;10;0;0;16;17;0;282
20.04.20;8;16;4;0;44;9;3;15;30;1;1;2;45;44;9;38;24;0;22;2;7;1;11;80;1;417
21.04.20;12;5;27;3;17;18;8;48;28;4;1;21;17;30;5;18;22;2;36;7;2;2;20;66;3;422
22.04.20;9;12;38;3;17;10;13;42;63;7;1;9;4;77;10;42;50;4;27;17;5;3;15;109;2;589
23.04.20;13;10;11;5;5;38;9;14;36;25;0;12;0;47;8;0;41;0;33;17;0;4;12;47;4;391
24.04.20;9;13;42;3;28;19;15;35;11;29;1;27;8;59;15;9;49;4;33;7;2;1;18;109;1;547
25.04.20;7;24;53;22;11;50;20;37;25;11;1;17;4;24;35;0;23;1;42;22;8;6;7;28;11;489
26.04.20;10;11;23;0;3;39;4;1;47;15;0;11;1;33;21;4;12;0;5;49;1;1;9;30;0;330
27.04.20;9;12;2;1;4;23;17;53;34;20;3;24;0;39;8;4;19;3;52;25;0;7;8;53;8;428
28.04.20;6;12;9;2;3;9;17;23;46;20;1;23;5;57;17;8;48;0;44;16;23;2;15;62;3;471
29.04.20;7;19;22;14;17;20;19;36;11;13;0;25;6;62;10;16;44;4;71;13;0;6;1;84;7;527
30.04.20;7;17;14;3;17;37;10;26;55;1;2;24;14;34;21;8;33;1;15;27;9;10;6;91;1;483
01.05.20;0;13;77;0;3;39;7;38;20;2;2;14;9;15;30;1;33;2;30;42;1;8;11;78;1;476
02.05.20;9;14;7;0;31;16;5;19;55;3;0;9;12;10;77;10;26;5;45;28;17;16;0;75;7;496
03.05.20;12;10;12;6;6;19;6;18;37;4;0;34;2;65;24;5;22;2;29;12;1;0;5;69;9;409
04.05.20;6;13;20;3;17;17;8;28;38;0;1;8;2;54;29;5;15;9;27;23;3;6;4;60;3;399
05.05.20;22;18;91;2;7;15;4;23;16;1;4;44;6;53;37;2;47;10;12;41;1;6;3;40;1;506
06.05.20;8;25;50;3;22;38;11;18;14;1;0;30;8;11;73;2;44;11;16;37;3;7;13;62;4;511
07.05.20;31;31;31;4;3;42;8;24;28;5;0;56;22;61;21;4;45;7;10;32;3;18;3;47;2;538
08.05.20;8;37;29;3;5;31;8;17;24;3;0;43;4;63;20;1;30;3;18;50;7;4;0;87;3;498
09.05.20;28;13;23;0;33;30;2;28;26;5;0;40;18;42;16;6;52;2;22;41;2;7;5;89;2;532
10.05.20;7;8;27;1;5;30;2;2;32;4;0;32;2;98;5;1;16;0;19;25;2;1;2;51;3;375
11.05.20;39;17;22;2;2;25;0;4;11;6;0;31;0;37;8;1;12;3;3;26;1;17;2;73;2;344
12.05.20;41;16;23;7;5;12;11;16;27;2;0;36;3;52;24;9;34;1;7;47;4;13;1;49;1;441
13.05.20;21;41;5;7;3;21;12;27;23;4;0;19;0;79;13;1;21;0;5;38;0;11;1;73;4;429
14.05.20;14;26;10;2;5;17;11;19;31;5;0;38;8;70;28;0;20;3;27;44;1;14;2;89;11;495
15.05.20;34;18;16;3;2;66;14;12;36;4;0;31;2;101;11;5;39;1;5;16;0;31;14;49;13;523
16.05.20;19;16;30;8;6;4;4;17;59;2;0;48;3;89;19;1;34;0;13;12;1;12;9;44;3;453
17.05.20;7;7;6;0;18;13;2;4;22;2;0;45;22;48;15;0;8;2;3;2;0;0;2;19;0;247
18.05.20;23;29;1;3;9;4;6;14;26;0;0;40;0;9;19;0;38;0;0;26;0;11;2;25;4;289
19.05.20;10;37;5;2;10;44;4;10;36;7;0;32;4;40;9;1;31;0;8;19;5;13;6;54;2;389
20.05.20;27;26;10;6;7;43;5;9;35;2;1;53;9;73;13;1;69;2;9;17;1;14;0;46;2;480
21.05.20;33;34;4;3;17;20;3;6;33;6;0;55;3;17;12;0;46;0;7;14;0;29;0;84;3;429
22.05.20;34;21;3;1;11;43;5;8;44;6;0;57;0;64;4;0;42;0;3;31;4;33;3;61;9;487
23.05.20;29;15;7;0;9;25;3;3;12;7;0;27;1;62;5;0;18;0;7;17;0;20;3;41;4;315
24.05.20;12;22;14;5;15;4;4;5;36;5;0;17;0;48;9;0;21;0;6;2;0;0;3;55;2;285
25.05.20;20;12;14;8;5;15;4;31;26;11;1;50;0;37;11;1;60;0;3;32;0;16;0;18;3;378
26.05.20;16;15;9;0;13;6;7;11;31;4;1;58;1;64;11;1;44;0;2;15;0;7;0;42;6;364
27.05.20;12;42;14;3;13;27;3;10;18;7;0;47;2;65;13;0;55;0;5;22;0;23;8;60;5;454
28.05.20;6;14;8;1;22;34;9;29;29;6;1;55;4;94;18;0;60;1;14;29;0;23;1;71;15;544
29.05.20;28;16;3;1;26;18;6;32;21;0;0;63;6;98;2;0;53;1;15;30;1;15;4;32;12;483
30.05.20;9;22;9;2;23;22;3;36;18;8;1;36;1;57;9;3;65;0;9;25;0;10;2;44;10;424
31.05.20;27;13;0;0;4;7;3;19;38;0;0;37;0;37;12;0;8;2;7;16;0;0;2;25;9;266
01.06.20;16;11;2;1;34;20;9;17;26;2;0;36;0;57;12;1;63;3;4;21;0;3;4;33;22;397
02.06.20;18;18;8;4;17;22;7;21;15;10;2;78;0;81;15;1;54;1;20;26;1;30;3;49;21;522
03.06.20;28;25;5;9;39;32;7;24;50;12;2;53;13;61;28;0;36;3;20;35;0;12;13;39;28;574
04.06.20;18;23;3;22;29;34;9;39;52;0;0;73;0;88;31;0;62;11;14;28;0;4;4;57;3;604
05.06.20;20;31;5;8;8;28;10;14;45;14;1;78;2;64;14;1;42;4;21;28;0;13;18;64;5;538
06.06.20;22;16;6;28;11;58;4;23;29;7;2;117;0;76;12;1;32;1;20;30;0;0;11;43;19;568
07.06.20;21;27;0;0;16;18;2;6;28;3;0;59;0;88;10;1;11;3;19;35;0;0;10;40;21;418
08.06.20;25;35;0;6;40;11;2;19;25;1;0;81;1;60;8;0;26;2;11;18;0;1;20;25;5;422
09.06.20;27;100;2;11;32;37;9;23;29;0;0;138;1;62;16;1;31;0;9;32;0;1;12;46;16;635
10.06.20;60;54;8;23;31;23;2;30;43;4;0;192;5;79;22;1;92;5;36;34;0;6;5;41;21;817
11.06.20;56;47;2;10;9;80;6;17;45;2;0;105;3;57;16;1;95;1;23;51;0;11;14;34;24;709
12.06.20;39;43;13;11;23;34;6;47;35;8;2;118;2;68;19;0;54;5;31;52;0;12;20;47;19;708
13.06.20;32;47;2;2;13;76;6;31;50;7;0;123;0;52;14;0;68;12;24;41;1;7;9;88;25;730
14.06.20;21;41;0;19;39;37;0;37;24;4;1;203;0;52;20;1;9;6;39;23;3;3;2;26;14;624
15.06.20;48;62;6;5;20;71;8;29;19;2;3;174;2;51;9;0;10;1;16;51;0;8;9;37;4;645
16.06.20;35;66;8;1;41;51;2;33;36;2;6;232;0;104;24;2;47;2;27;68;0;19;2;59;14;881
17.06.20;58;58;9;10;10;96;5;56;13;12;2;185;15;96;32;6;72;7;32;48;1;18;4;70;8;923
18.06.20;33;69;1;1;44;81;6;47;63;0;3;111;11;81;25;2;103;9;63;38;2;6;17;52;13;881
19.06.20;45;53;15;5;27;139;1;37;49;8;1;180;9;114;17;1;110;6;38;34;1;11;7;66;8;982
20.06.20;19;66;6;9;32;47;4;40;45;8;0;67;8;66;40;1;70;5;46;25;0;1;11;36;8;660
21.06.20;7;49;0;12;12;30;0;25;35;8;0;200;0;23;30;2;63;1;40;5;2;0;0;33;5;582
22.06.20;31;51;9;15;20;102;4;41;39;4;1;297;2;103;48;5;73;5;16;48;0;3;8;59;5;989
23.06.20;27;83;11;32;17;115;2;50;56;3;2;192;9;90;43;4;120;9;42;36;0;10;7;57;15;1032
24.06.20;30;56;9;13;37;93;0;52;39;2;0;151;6;120;81;0;70;5;29;52;0;31;7;54;13;950
25.06.20;32;78;12;8;17;94;4;46;33;3;1;215;8;125;63;2;102;7;42;45;2;64;8;52;9;1072
26.06.20;39;98;8;6;27;103;0;65;46;2;0;239;44;92;55;6;137;6;19;64;1;61;4;51;5;1178
27.06.20;8;24;1;55;6;91;3;46;36;4;4;171;6;73;21;1;57;5;17;44;0;10;8;55;8;754
28.06.20;18;138;0;10;6;70;2;38;34;0;0;75;3;95;86;2;61;1;19;11;0;0;0;58;10;737
29.06.20;15;31;1;4;1;50;2;33;14;0;0;113;3;45;27;2;64;1;6;48;0;4;1;52;3;520
30.06.20;17;51;4;6;8;94;2;61;45;1;0;170;0;112;10;5;161;2;11;36;2;5;1;49;3;856
01.07.20;15;70;1;88;8;97;2;79;43;3;3;103;3;140;24;1;109;4;28;47;1;12;1;44;9;935
02.07.20;32;73;11;41;19;117;4;37;44;3;1;189;5;126;67;2;76;1;32;63;1;2;7;41;7;1001
03.07.20;14;75;7;1;9;123;17;64;51;5;0;194;3;65;25;0;70;6;34;48;1;13;4;37;7;873
04.07.20;17;63;2;10;14;54;0;29;23;0;0;55;3;91;24;3;71;8;43;38;0;6;13;30;12;609
05.07.20;8;35;0;0;6;37;0;26;23;1;0;158;0;56;23;0;71;3;32;16;0;0;0;16;3;514
06.07.20;11;19;3;4;13;113;2;66;17;4;1;142;3;115;36;1;36;0;7;59;0;16;11;14;0;693
07.07.20;23;35;3;30;6;112;4;67;52;1;2;105;2;112;83;1;69;2;34;54;5;7;18;20;2;849
08.07.20;29;48;13;44;16;109;7;52;46;5;3;80;3;125;50;1;75;6;11;57;0;7;11;23;11;832
09.07.20;35;57;6;7;7;104;1;54;46;1;0;154;9;92;51;3;82;5;22;42;2;11;18;21;3;833
10.07.20;29;101;2;7;10;84;2;79;55;0;3;131;5;128;53;1;61;3;47;42;1;25;17;21;7;914
11.07.20;20;6;3;1;11;37;8;29;26;3;0;202;1;76;45;0;87;3;10;50;0;0;9;23;8;658
12.07.20;18;24;0;0;10;35;1;29;19;1;0;78;5;36;26;2;81;1;29;13;0;1;3;21;1;434
13.07.20;40;8;9;10;5;49;4;50;25;0;2;163;7;74;48;1;42;3;18;76;0;7;2;23;4;670
14.07.20;27;47;2;2;3;71;14;136;27;0;2;106;5;92;59;3;74;4;14;56;1;13;24;24;16;822
15.07.20;26;31;10;6;19;64;8;90;40;1;1;142;5;104;56;6;65;3;44;50;1;8;13;25;3;821
16.07.20;26;29;9;9;11;73;12;94;74;2;2;110;6;91;59;5;81;3;23;62;1;10;7;31;4;834
17.07.20;32;48;24;11;6;109;7;69;33;0;5;124;3;98;48;1;76;1;35;55;2;29;20;28;1;865
18.07.20;19;48;10;1;9;35;6;38;30;4;1;152;9;97;48;2;79;17;37;37;4;5;25;22;6;741
19.07.20;22;7;0;3;10;45;4;57;13;2;0;86;1;70;54;2;54;1;26;18;0;1;1;21;0;498
20.07.20;3;21;34;6;7;70;6;85;25;3;4;150;3;111;33;3;46;9;10;64;4;10;3;33;8;751
21.07.20;51;56;29;19;31;50;14;77;44;2;0;155;4;126;42;4;43;3;41;54;1;2;7;39;5;899
22.07.20;36;45;23;21;12;68;8;100;47;1;7;191;6;91;31;12;89;8;45;72;1;22;23;37;13;1009
23.07.20;51;63;14;9;27;99;18;182;63;0;1;205;3;128;102;8;120;14;52;76;0;11;15;42;12;1315
24.07.20;74;71;14;5;10;56;7;134;46;1;1;203;10;115;98;10;113;18;68;61;1;13;5;64;11;1209
25.07.20;52;24;9;2;22;45;11;77;32;3;1;55;14;152;50;8;82;16;62;21;0;20;4;43;21;826
26.07.20;19;47;1;0;13;38;10;72;17;2;0;99;0;68;55;1;62;12;38;58;1;0;2;40;9;664
27.07.20;29;28;25;2;24;66;4;164;45;2;1;169;2;157;57;3;69;4;49;71;1;15;4;60;6;1057
28.07.20;32;44;26;12;22;61;14;146;73;3;1;214;15;170;104;20;73;24;30;65;3;23;3;59;37;1274
29.07.20;48;41;27;5;55;67;14;189;66;2;0;155;10;134;58;11;98;5;69;69;0;25;10;63;25;1246
30.07.20;37;66;17;14;28;109;12;154;89;1;4;161;14;129;68;8;109;4;54;108;2;31;3;63;35;1320
31.07.20;15;78;14;12;52;105;26;160;90;1;1;177;19;174;91;9;90;29;59;86;1;13;17;91;19;1429
01.08.20;18;83;9;9;22;28;15;21;82;6;1;63;20;117;113;9;81;15;54;121;3;22;9;98;40;1059
02.08.20;25;16;1;0;31;22;7;46;65;1;0;62;6;59;44;0;89;26;26;48;0;0;4;81;17;676
03.08.20;34;52;37;7;11;84;15;131;40;0;4;167;9;207;53;8;79;7;9;149;0;34;0;84;9;1230
04.08.20;32;59;21;3;44;54;22;248;88;1;5;164;14;179;162;5;79;15;27;161;6;26;8;69;11;1503
05.08.20;18;60;12;33;22;77;8;180;74;2;0;207;18;158;153;5;120;34;32;172;6;33;8;87;17;1536
06.08.20;34;60;15;6;31;76;20;113;85;0;11;118;9;206;140;12;100;30;34;140;14;31;11;94;28;1418
07.08.20;29;79;18;14;37;90;30;135;75;4;6;212;7;167;124;2;111;18;42;141;5;39;35;88;26;1534
08.08.20;13;16;21;9;28;39;14;51;75;3;1;123;10;131;97;4;99;21;27;167;7;20;8;108;23;1115
09.08.20;11;62;3;1;22;18;14;26;52;3;2;73;12;49;71;2;63;17;56;59;2;1;14;110;10;753
10.08.20;16;46;23;8;27;94;10;224;50;1;2;185;17;119;73;5;100;4;33;181;1;32;4;88;14;1357
11.08.20;42;57;16;27;43;49;43;266;106;3;4;215;13;233;147;13;91;25;43;167;5;33;11;116;40;1808
12.08.20;43;60;29;18;55;103;15;202;120;5;10;133;16;217;172;3;104;52;73;227;10;47;21;129;27;1891
13.08.20;43;70;44;23;57;104;36;124;130;6;1;113;31;173;128;13;123;18;56;244;4;43;21;151;46;1802
14.08.20;46;60;32;24;48;108;43;61;47;0;8;236;13;225;110;12;121;43;93;193;5;49;31;175;24;1807
15.08.20;38;101;23;16;57;93;54;125;68;3;0;94;15;164;96;6;180;23;118;141;4;45;36;186;28;1714
16.08.20;21;12;28;6;45;35;20;39;40;1;6;114;14;61;72;9;86;54;57;137;2;1;3;162;27;1052
17.08.20;39;100;43;7;12;102;16;257;141;3;1;246;20;186;120;7;112;100;87;189;4;25;5;178;17;2017
18.08.20;71;52;44;23;49;143;57;216;106;2;9;221;39;315;160;18;179;68;108;244;7;78;7;155;28;2399
19.08.20;86;59;40;36;67;119;52;134;81;1;10;148;31;217;174;12;138;42;104;210;10;73;28;185;35;2092
20.08.20;46;72;41;27;94;131;65;283;72;2;10;158;27;285;159;21;150;11;184;237;8;78;16;180;52;2409
21.08.20;88;64;42;31;64;136;24;164;115;5;22;226;34;220;221;21;169;20;205;233;3;105;28;205;57;2502
